ID;Name;Street;OperatingOrgName;AdmArea;District;RouteNumbers;StationName;Direction;Pavilion;geoData;global_id
1452;«Ул. Генерала Дорохова», Верейская улица (2036);Верейская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А103; А781";Ул. Генерала Дорохова;;да;"Геоданные:  
Координаты: [
  37.44533922,
  55.70997808
] 
Тип: Point";889086889.0
1453;«Верейская ул., 25», Верейская улица (2037);Верейская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А103; А732; А781; А198; А104; А622; А733";Верейская ул., 25;;да;"Геоданные:  
Координаты: [
  37.43941029,
  55.71183636
] 
Тип: Point";889086891.0
1454;«Верейская ул., 41», Верейская улица (2038);Верейская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А103; А732; А781; А198; А104; А622; А733";Верейская ул., 41;;да;"Геоданные:  
Координаты: [
  37.43002496,
  55.71331761
] 
Тип: Point";889086892.0
1455;«93-й кв. Кунцева», Рябиновая улица (2040);Рябиновая улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А103; А732; А610; А198; А104; А779; А733; А554; А575";93-й кв. Кунцева;;да;"Геоданные:  
Координаты: [
  37.42362274,
  55.71650216
] 
Тип: Point";889086893.0
1456;«Можайское ш.», Рябиновая улица (2041);Рябиновая улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А103; А610; А733; А554; А575";Можайское ш.;;да;"Геоданные:  
Координаты: [
  37.42415999,
  55.71899711
] 
Тип: Point";889086894.0
1457;«Суворовский парк», Рублёвское шоссе (2042);Рублёвское шоссе;ГУП «Мосгортранс»;Западный административный округ;район Кунцево;"А688; А733";Суворовский парк;;да;"Геоданные:  
Координаты: [
  37.4379125678,
  55.7376344619
] 
Тип: Point";889086895.0
1458;«Рублевское ш., 14», Рублёвское шоссе (2043);Рублёвское шоссе;ГУП «Мосгортранс»;Западный административный округ;район Кунцево;"А688; А733";Рублевское ш., 14;;да;"Геоданные:  
Координаты: [
  37.43604008,
  55.73876054
] 
Тип: Point";889086896.0
1459;«Рублевское ш., 24», Рублёвское шоссе (2044);Рублёвское шоссе;ГУП «Мосгортранс»;Западный административный округ;район Кунцево;"А688; А733";Рублевское ш., 24;;да;"Геоданные:  
Координаты: [
  37.4267679035,
  55.7433071733
] 
Тип: Point";889086897.0
1460;«Метро ВДНХ», 2-й Поперечный проезд (2045);2-й Поперечный проезд;ГУП «Мосгортранс»;Северо-Восточный административный округ;Останкинский район;"А195; А56";Метро ВДНХ;;да;"Геоданные:  
Координаты: [
  37.64243654,
  55.82415646
] 
Тип: Point";889086898.0
1461;«Абрамцевская ул. (пос.)», Абрамцевская улица (2047);Абрамцевская улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Лианозово;"А815К; А685; А705; А601; А771";Абрамцевская ул. (пос.);;да;"Геоданные:  
Координаты: [
  37.57401593,
  55.90700375
] 
Тип: Point";889086899.0
